agency_cd	site_no	datetime	tz_cd	01_00010	01_00010_cd	02_00060	02_00060_cd	09_00065	09_00065_cd	12_70969	12_70969_cd	21_63680	21_63680_cd
5s	15s	20d	6s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	10336610	2016-03-04 13:45	PST	5.7	P	111	P	4.93	P			3.5	P
USGS	10336610	2016-03-04 14:00	PST	5.8	P	111	P	4.93	P	13.9	P	1.6	P
USGS	10336610	2016-03-04 14:15	PST	5.8	P	112	P	4.94	P			0.6	P
USGS	10336610	2016-03-04 14:30	PST	5.8	P	112	P	4.94	P			0.4	P
USGS	10336610	2016-03-04 14:45	PST	5.8	P	112	P	4.94	P			0.4	P
USGS	10336610	2016-03-04 15:00	PST	5.8	P	112	P	4.94	P	13.6	P	0.5	P
USGS	10336610	2016-03-04 15:15	PST	5.8	P	113	P	4.95	P			0.8	P
USGS	10336610	2016-03-04 15:30	PST	5.8	P	114	P	4.96	P			0.9	P
USGS	10336610	2016-03-04 15:45	PST	5.8	P	114	P	4.96	P			1.5	P
USGS	10336610	2016-03-04 16:00	PST	5.8	P	114	P	4.96	P	13.4	P	1.3	P
USGS	10336610	2016-03-04 16:15	PST	5.8	P	115	P	4.97	P			1.0	P
USGS	10336610	2016-03-04 16:30	PST	5.7	P	116	P	4.98	P			2.2	P
USGS	10336610	2016-03-04 16:45	PST	5.7	P	117	P	4.99	P			5.0	P
USGS	10336610	2016-03-04 17:00	PST	5.7	P	118	P	5.00	P	12.9	P	3.3	P
USGS	10336610	2016-03-04 17:15	PST	5.6	P	119	P	5.01	P			4.8	P
USGS	10336610	2016-03-04 17:30	PST	5.6	P	121	P	5.02	P			4.8	P
USGS	10336610	2016-03-04 17:45	PST	5.6	P	121	P	5.02	P			4.5	P
USGS	10336610	2016-03-04 18:00	PST	5.6	P	121	P	5.02	P	12.9	P	3.5	P
USGS	10336610	2016-03-04 18:15	PST	5.5	P	122	P	5.03	P			2.8	P
USGS	10336610	2016-03-04 18:30	PST	5.5	P	123	P	5.04	P			2.7	P
USGS	10336610	2016-03-04 18:45	PST	5.5	P	124	P	5.05	P			2.5	P
USGS	10336610	2016-03-04 19:00	PST	5.5	P	125	P	5.06	P	12.7	P	2.2	P
USGS	10336610	2016-03-04 19:15	PST	5.5	P	126	P	5.07	P			2.5	P
USGS	10336610	2016-03-04 19:30	PST	5.5	P	127	P	5.08	P			3.1	P
USGS	10336610	2016-03-04 19:45	PST	5.4	P	131	P	5.11	P			4.9	P
USGS	10336610	2016-03-04 20:00	PST	5.4	P	133	P	5.13	P	12.7	P	4.9	P
USGS	10336610	2016-03-04 20:15	PST	5.3	P	134	P	5.14	P			4.5	P
USGS	10336610	2016-03-04 20:30	PST	5.3	P	138	P	5.17	P			5.5	P
USGS	10336610	2016-03-04 20:45	PST	5.3	P	139	P	5.18	P			5.5	P
USGS	10336610	2016-03-04 21:00	PST	5.2	P	143	P	5.21	P	12.7	P	6.1	P
USGS	10336610	2016-03-04 21:15	PST	5.2	P	145	P	5.23	P			7.0	P
USGS	10336610	2016-03-04 21:30	PST	5.2	P	147	P	5.25	P			7.5	P
USGS	10336610	2016-03-04 21:45	PST	5.1	P	151	P	5.28	P			7.8	P
USGS	10336610	2016-03-04 22:00	PST	5.0	P	155	P	5.31	P	12.7	P	9.2	P
USGS	10336610	2016-03-04 22:15	PST	4.9	P	160	P	5.35	P			12	P
USGS	10336610	2016-03-04 22:30	PST	4.9	P	162	P	5.37	P			14	P
USGS	10336610	2016-03-04 22:45	PST	4.8	P	168	P	5.41	P			15	P
USGS	10336610	2016-03-04 23:00	PST	4.7	P	172	P	5.44	P	12.7	P	18	P
USGS	10336610	2016-03-04 23:15	PST	4.7	P	177	P	5.48	P			16	P
USGS	10336610	2016-03-04 23:30	PST	4.6	P	182	P	5.52	P			18	P
USGS	10336610	2016-03-04 23:45	PST	4.5	P	189	P	5.57	P			18	P
USGS	10336610	2016-03-05 00:00	PST	4.4	P	199	P	5.64	P	12.7	P	23	P
USGS	10336610	2016-03-05 00:15	PST	4.4	P	205	P	5.68	P			35	P
USGS	10336610	2016-03-05 00:30	PST	4.3	P	214	P	5.74	P			40	P
USGS	10336610	2016-03-05 00:45	PST	4.3	P	224	P	5.81	P			32	P
USGS	10336610	2016-03-05 01:00	PST	4.2	P	232	P	5.86	P	12.7	P	31	P
USGS	10336610	2016-03-05 01:15	PST	4.1	P	239	P	5.91	P			36	P
USGS	10336610	2016-03-05 01:30	PST	4.0	P	249	P	5.97	P			39	P
USGS	10336610	2016-03-05 01:45	PST	3.9	P	250	P	5.98	P			35	P
USGS	10336610	2016-03-05 02:00	PST	3.8	P	257	P	6.02	P	12.7	P	38	P
USGS	10336610	2016-03-05 02:15	PST	3.7	P	260	P	6.04	P			37	P
USGS	10336610	2016-03-05 02:30	PST	3.5	P	266	P	6.08	P			33	P
USGS	10336610	2016-03-05 02:45	PST	3.4	P	268	P	6.09	P			26	P
USGS	10336610	2016-03-05 03:00	PST	3.3	P	271	P	6.11	P	12.7	P	27	P
USGS	10336610	2016-03-05 03:15	PST	3.2	P	271	P	6.11	P			24	P
USGS	10336610	2016-03-05 03:30	PST	3.1	P	275	P	6.13	P			25	P
USGS	10336610	2016-03-05 03:45	PST	3.0	P	276	P	6.14	P			24	P
USGS	10336610	2016-03-05 04:00	PST	2.9	P	276	P	6.14	P	12.7	P	22	P
USGS	10336610	2016-03-05 04:15	PST	2.8	P	276	P	6.14	P			21	P
USGS	10336610	2016-03-05 04:30	PST	2.8	P	278	P	6.15	P			20	P
USGS	10336610	2016-03-05 04:45	PST	2.8	P	278	P	6.15	P			20	P
USGS	10336610	2016-03-05 05:00	PST	2.7	P	278	P	6.15	P	12.7	P	19	P
USGS	10336610	2016-03-05 05:15	PST	2.7	P	278	P	6.15	P			17	P
USGS	10336610	2016-03-05 05:30	PST	2.7	P	276	P	6.14	P			17	P
USGS	10336610	2016-03-05 05:45	PST	2.6	P	278	P	6.15	P			17	P
USGS	10336610	2016-03-05 06:00	PST	2.6	P	276	P	6.14	P	12.7	P	17	P
USGS	10336610	2016-03-05 06:15	PST	2.6	P	275	P	6.13	P			16	P
USGS	10336610	2016-03-05 06:30	PST	2.5	P	273	P	6.12	P			17	P
USGS	10336610	2016-03-05 06:45	PST	2.5	P	273	P	6.12	P			17	P
USGS	10336610	2016-03-05 07:00	PST	2.5	P	271	P	6.11	P	12.5	P	15	P
USGS	10336610	2016-03-05 07:15	PST	2.5	P	271	P	6.11	P			14	P
USGS	10336610	2016-03-05 07:30	PST	2.5	P	270	P	6.10	P			12	P
USGS	10336610	2016-03-05 07:45	PST	2.5	P	268	P	6.09	P			12	P
USGS	10336610	2016-03-05 08:00	PST	2.5	P	268	P	6.09	P	12.7	P	12	P
USGS	10336610	2016-03-05 08:15	PST	2.5	P	265	P	6.07	P			12	P
USGS	10336610	2016-03-05 08:30	PST	2.5	P	266	P	6.08	P			12	P
USGS	10336610	2016-03-05 08:45	PST	2.5	P	266	P	6.08	P			11	P
USGS	10336610	2016-03-05 09:00	PST	2.6	P	263	P	6.06	P	13.6	P	11	P
USGS	10336610	2016-03-05 09:15	PST	2.6	P	265	P	6.07	P			10	P
USGS	10336610	2016-03-05 09:30	PST	2.7	P	265	P	6.07	P			10	P
USGS	10336610	2016-03-05 09:45	PST	2.7	P	262	P	6.05	P			11	P
USGS	10336610	2016-03-05 10:00	PST	2.7	P	258	P	6.03	P	14.1	P	10	P
USGS	10336610	2016-03-05 10:15	PST	2.9	P	258	P	6.03	P			9.4	P
USGS	10336610	2016-03-05 10:30	PST	2.9	P	260	P	6.04	P			12	P
USGS	10336610	2016-03-05 10:45	PST	3.0	P	257	P	6.02	P			10	P
USGS	10336610	2016-03-05 11:00	PST	3.0	P	255	P	6.01	P	14.3	P	9.5	P
USGS	10336610	2016-03-05 11:15	PST	3.0	P	255	P	6.01	P			9.2	P
USGS	10336610	2016-03-05 11:30	PST	3.1	P	257	P	6.02	P			8.0	P
USGS	10336610	2016-03-05 11:45	PST	3.1	P	253	P	6.00	P			8.2	P
USGS	10336610	2016-03-05 12:00	PST	3.2	P	252	P	5.99	P	14.1	P	8.4	P
USGS	10336610	2016-03-05 12:15	PST	3.3	P	250	P	5.98	P			8.1	P
USGS	10336610	2016-03-05 12:30	PST	3.4	P	249	P	5.97	P			7.7	P
USGS	10336610	2016-03-05 12:45	PST	3.5	P	250	P	5.98	P			8.1	P
USGS	10336610	2016-03-05 13:00	PST	3.7	P	246	P	5.95	P	14.3	P	8.0	P
USGS	10336610	2016-03-05 13:15	PST	3.7	P	246	P	5.95	P			8.0	P
USGS	10336610	2016-03-05 13:30	PST	3.7	P	249	P	5.97	P			8.1	P
USGS	10336610	2016-03-05 13:45	PST	3.8	P	246	P	5.95	P			7.0	P
USGS	10336610	2016-03-05 14:00	PST	3.8	P	242	P	5.93	P	13.9	P	6.9	P
USGS	10336610	2016-03-05 14:15	PST	3.8	P	242	P	5.93	P			6.9	P
USGS	10336610	2016-03-05 14:30	PST	3.9	P	247	P	5.96	P			6.5	P
USGS	10336610	2016-03-05 14:45	PST	4.0	P	242	P	5.93	P			7.3	P
USGS	10336610	2016-03-05 15:00	PST	4.1	P	246	P	5.95	P	13.9	P	6.9	P
USGS	10336610	2016-03-05 15:15	PST	4.2	P	242	P	5.93	P			6.1	P
USGS	10336610	2016-03-05 15:30	PST	4.3	P	247	P	5.96	P			6.6	P
USGS	10336610	2016-03-05 15:45	PST	4.4	P	244	P	5.94	P			6.2	P
USGS	10336610	2016-03-05 16:00	PST	4.5	P	247	P	5.96	P	13.6	P	6.1	P
USGS	10336610	2016-03-05 16:15	PST	4.6	P	244	P	5.94	P			7.4	P
USGS	10336610	2016-03-05 16:30	PST	4.7	P	246	P	5.95	P			6.1	P
USGS	10336610	2016-03-05 16:45	PST	4.8	P	244	P	5.94	P			7.3	P
USGS	10336610	2016-03-05 17:00	PST	4.8	P	249	P	5.97	P	13.4	P	9.1	P
USGS	10336610	2016-03-05 17:15	PST	4.9	P	247	P	5.96	P			6.9	P
USGS	10336610	2016-03-05 17:30	PST	4.9	P	249	P	5.97	P			8.5	P
USGS	10336610	2016-03-05 17:45	PST	4.9	P	250	P	5.98	P			7.9	P
USGS	10336610	2016-03-05 18:00	PST	4.9	P	252	P	5.99	P	12.9	P	8.1	P
USGS	10336610	2016-03-05 18:15	PST	4.9	P	253	P	6.00	P			7.7	P
USGS	10336610	2016-03-05 18:30	PST	4.9	P	255	P	6.01	P			7.4	P
USGS	10336610	2016-03-05 18:45	PST	4.9	P	258	P	6.03	P			8.3	P
USGS	10336610	2016-03-05 19:00	PST	4.8	P	260	P	6.04	P	12.9	P	7.4	P
USGS	10336610	2016-03-05 19:15	PST	4.8	P	265	P	6.07	P			8.0	P
USGS	10336610	2016-03-05 19:30	PST	4.8	P	265	P	6.07	P			8.3	P
USGS	10336610	2016-03-05 19:45	PST	4.7	P	266	P	6.08	P			8.8	P
USGS	10336610	2016-03-05 20:00	PST	4.6	P	270	P	6.10	P	12.7	P	9.1	P
USGS	10336610	2016-03-05 20:15	PST	4.6	P	275	P	6.13	P			10	P
USGS	10336610	2016-03-05 20:30	PST	4.5	P	276	P	6.14	P			13	P
USGS	10336610	2016-03-05 20:45	PST	4.4	P	278	P	6.15	P			14	P
USGS	10336610	2016-03-05 21:00	PST	4.4	P	281	P	6.17	P	12.7	P	14	P
USGS	10336610	2016-03-05 21:15	PST	4.3	P	287	P	6.20	P			13	P
USGS	10336610	2016-03-05 21:30	PST	4.2	P	292	P	6.23	P			12	P
USGS	10336610	2016-03-05 21:45	PST	4.1	P	292	P	6.23	P			12	P
USGS	10336610	2016-03-05 22:00	PST	4.1	P	293	P	6.24	P	12.7	P	14	P
USGS	10336610	2016-03-05 22:15	PST	4.0	P	302	P	6.29	P			15	P
USGS	10336610	2016-03-05 22:30	PST	3.9	P	307	P	6.32	P			16	P
USGS	10336610	2016-03-05 22:45	PST	3.9	P	313	P	6.35	P			16	P
USGS	10336610	2016-03-05 23:00	PST	3.8	P	318	P	6.38	P	12.7	P	18	P
USGS	10336610	2016-03-05 23:15	PST	3.7	P	327	P	6.43	P			19	P
USGS	10336610	2016-03-05 23:30	PST	3.6	P	336	P	6.48	P			21	P
USGS	10336610	2016-03-05 23:45	PST	3.5	P	347	P	6.54	P			22	P
USGS	10336610	2016-03-06 00:00	PST	3.4	P	355	P	6.58	P	12.7	P	22	P
USGS	10336610	2016-03-06 00:15	PST	3.2	P	364	P	6.63	P			24	P
USGS	10336610	2016-03-06 00:30	PST	3.1	P	372	P	6.67	P			25	P
USGS	10336610	2016-03-06 00:45	PST	3.0	P	382	P	6.72	P			27	P
USGS	10336610	2016-03-06 01:00	PST	2.9	P	396	P	6.79	P			27	P
USGS	10336610	2016-03-06 01:15	PST	2.8	P	406	P	6.84	P			29	P
USGS	10336610	2016-03-06 01:30	PST	2.6	P	414	P	6.88	P			30	P
USGS	10336610	2016-03-06 01:45	PST	2.5	P	428	P	6.95	P			31	P
USGS	10336610	2016-03-06 02:00	PST	2.4	P	436	P	6.99	P	12.7	P	32	P
USGS	10336610	2016-03-06 02:15	PST	2.2	P	451	P	7.06	P			36	P
USGS	10336610	2016-03-06 02:30	PST	2.1	P	462	P	7.11	P			34	P
USGS	10336610	2016-03-06 02:45	PST	2.0	P	475	P	7.17	P			33	P
USGS	10336610	2016-03-06 03:00	PST	1.9	P	488	P	7.23	P	12.7	P	56	P
USGS	10336610	2016-03-06 03:15	PST	1.7	P	499	P	7.28	P			40	P
USGS	10336610	2016-03-06 03:30	PST	1.6	P	508	P	7.32	P			44	P
USGS	10336610	2016-03-06 03:45	PST	1.5	P	517	P	7.36	P			250	P
USGS	10336610	2016-03-06 04:00	PST	1.2	P	531	P	7.42	P	12.7	P	75	P
USGS	10336610	2016-03-06 04:15	PST	1.0	P	538	P	7.45	P			42	P
USGS	10336610	2016-03-06 04:30	PST	0.8	P	545	P	7.48	P			51	P
USGS	10336610	2016-03-06 06:45	PST	0.1	P	571	P	7.59	P			27	P
USGS	10336610	2016-03-06 07:00	PST	0.2	P	566	P	7.57	P			27	P
USGS	10336610	2016-03-06 07:15	PST	0.2	P	564	P	7.56	P			28	P
USGS	10336610	2016-03-06 07:30	PST	0.2	P	554	P	7.52	P			32	P
USGS	10336610	2016-03-06 07:45	PST	0.2	P	547	P	7.49	P			28	P
USGS	10336610	2016-03-06 08:00	PST	0.2	P	533	P	7.43	P	12.5	P	25	P
USGS	10336610	2016-03-06 08:15	PST	0.3	P	522	P	7.38	P			24	P
USGS	10336610	2016-03-06 08:30	PST	0.3	P	511	P	7.33	P			19	P
USGS	10336610	2016-03-06 08:45	PST	0.3	P	499	P	7.28	P			33	P
USGS	10336610	2016-03-06 09:00	PST	0.4	P	490	P	7.24	P	14.3	P	22	P
USGS	10336610	2016-03-06 09:15	PST	0.4	P	479	P	7.19	P			20	P
USGS	10336610	2016-03-06 09:30	PST	0.4	P	471	P	7.15	P			22	P
USGS	10336610	2016-03-06 09:45	PST	0.6	P	462	P	7.11	P			17	P
USGS	10336610	2016-03-06 10:00	PST	0.6	P	460	P	7.10	P			23	P
USGS	10336610	2016-03-06 10:15	PST	0.7	P	449	P	7.05	P			22	P
USGS	10336610	2016-03-06 10:30	PST	0.8	P	447	P	7.04	P			20	P
USGS	10336610	2016-03-06 10:45	PST	0.8	P	439	P	7.00	P			18	P
USGS	10336610	2016-03-06 11:00	PST	0.9	P	432	P	6.97	P	14.3	P	18	P
USGS	10336610	2016-03-06 11:15	PST	1	P	434	P	6.98	P			17	P
USGS	10336610	2016-03-06 11:30	PST	1.1	P	428	P	6.95	P			20	P
USGS	10336610	2016-03-06 11:45	PST	1.2	P	430	P	6.96	P			20	P
USGS	10336610	2016-03-06 12:00	PST	1.3	P	422	P	6.92	P	14.1	P	15	P
USGS	10336610	2016-03-06 12:15	PST	1.4	P	420	P	6.91	P			19	P
USGS	10336610	2016-03-06 12:30	PST	1.5	P	422	P	6.92	P			16	P
USGS	10336610	2016-03-06 12:45	PST	1.5	P	418	P	6.90	P			16	P
USGS	10336610	2016-03-06 13:00	PST	1.6	P	416	P	6.89	P	14.1	P	14	P
USGS	10336610	2016-03-06 13:15	PST	1.7	P	414	P	6.88	P			15	P
USGS	10336610	2016-03-06 13:30	PST	1.7	P	410	P	6.86	P			16	P
USGS	10336610	2016-03-06 13:45	PST	1.8	P	404	P	6.83	P			14	P
USGS	10336610	2016-03-06 14:00	PST	1.9	P	400	P	6.81	P	13.9	P	14	P
USGS	10336610	2016-03-06 14:15	PST	2.0	P	392	P	6.77	P			14	P
USGS	10336610	2016-03-06 14:30	PST	2.1	P	392	P	6.77	P			14	P
USGS	10336610	2016-03-06 14:45	PST	2.3	P	384	P	6.73	P			15	P
USGS	10336610	2016-03-06 15:00	PST	2.4	P	378	P	6.70	P	14.1	P	22	P
USGS	10336610	2016-03-06 15:15	PST	2.5	P	372	P	6.67	P			41	P
USGS	10336610	2016-03-06 15:30	PST	2.6	P	368	P	6.65	P			20	P
USGS	10336610	2016-03-06 15:45	PST	2.7	P	362	P	6.62	P			40	P
USGS	10336610	2016-03-06 16:00	PST	2.8	P	359	P	6.60	P	13.9	P	14	P
USGS	10336610	2016-03-06 16:15	PST	2.8	P	355	P	6.58	P			10	P
USGS	10336610	2016-03-06 16:30	PST	2.8	P	351	P	6.56	P			8.4	P
USGS	10336610	2016-03-06 16:45	PST	2.8	P	345	P	6.53	P			9.0	P
USGS	10336610	2016-03-06 17:00	PST	2.8	P	344	P	6.52	P	13.6	P	8.8	P
USGS	10336610	2016-03-06 17:15	PST	2.9	P	338	P	6.49	P			8.3	P
USGS	10336610	2016-03-06 17:30	PST	2.9	P	334	P	6.47	P			7.7	P
USGS	10336610	2016-03-06 17:45	PST	2.9	P	331	P	6.45	P			8.0	P
USGS	10336610	2016-03-06 18:00	PST	2.9	P	327	P	6.43	P	13.2	P	8.4	P
USGS	10336610	2016-03-06 18:15	PST	2.9	P	325	P	6.42	P			7.6	P
USGS	10336610	2016-03-06 18:30	PST	2.9	P	323	P	6.41	P			7.8	P
USGS	10336610	2016-03-06 18:45	PST	2.9	P	316	P	6.37	P			6.9	P
USGS	10336610	2016-03-06 19:00	PST	2.9	P	313	P	6.35	P	12.9	P	7.2	P
USGS	10336610	2016-03-06 19:15	PST	2.8	P	309	P	6.33	P			6.7	P
USGS	10336610	2016-03-06 19:30	PST	2.8	P	309	P	6.33	P			6.8	P
USGS	10336610	2016-03-06 19:45	PST	2.7	P	302	P	6.29	P			6.6	P
USGS	10336610	2016-03-06 20:00	PST	2.6	P	304	P	6.30	P	12.7	P	6.5	P
USGS	10336610	2016-03-06 20:15	PST	2.6	P	299	P	6.27	P			6.5	P
USGS	10336610	2016-03-06 20:30	PST	2.5	P	293	P	6.24	P			6.1	P
USGS	10336610	2016-03-06 20:45	PST	2.5	P	292	P	6.23	P			6.9	P
USGS	10336610	2016-03-06 21:00	PST	2.4	P	288	P	6.21	P	12.7	P	6.4	P
USGS	10336610	2016-03-06 21:15	PST	2.4	P	285	P	6.19	P			6.2	P
USGS	10336610	2016-03-06 21:30	PST	2.3	P	285	P	6.19	P			6.1	P
USGS	10336610	2016-03-06 21:45	PST	2.3	P	280	P	6.16	P			6.4	P
USGS	10336610	2016-03-06 22:00	PST	2.2	P	278	P	6.15	P	12.7	P	6.0	P
USGS	10336610	2016-03-06 22:15	PST	2.1	P	275	P	6.13	P			6.0	P
USGS	10336610	2016-03-06 22:30	PST	2.1	P	273	P	6.12	P			5.4	P
USGS	10336610	2016-03-06 22:45	PST	2.0	P	270	P	6.10	P			5.7	P
USGS	10336610	2016-03-06 23:00	PST	2.0	P	270	P	6.10	P	12.7	P	5.0	P
USGS	10336610	2016-03-06 23:15	PST	1.9	P	266	P	6.08	P			5.7	P
USGS	10336610	2016-03-06 23:30	PST	1.9	P	263	P	6.06	P			5.2	P
USGS	10336610	2016-03-06 23:45	PST	1.8	P	262	P	6.05	P			5.0	P
USGS	10336610	2016-03-07 00:00	PST	1.8	P	258	P	6.03	P	12.7	P	5.1	P
USGS	10336610	2016-03-07 00:15	PST	1.7	P	258	P	6.03	P			5.6	P
USGS	10336610	2016-03-07 00:30	PST	1.7	P	257	P	6.02	P			5.5	P
USGS	10336610	2016-03-07 00:45	PST	1.7	P	255	P	6.01	P			5.6	P
USGS	10336610	2016-03-07 01:00	PST	1.6	P	253	P	6.00	P	12.7	P	4.9	P
USGS	10336610	2016-03-07 01:15	PST	1.6	P	255	P	6.01	P			4.6	P
USGS	10336610	2016-03-07 01:30	PST	1.6	P	250	P	5.98	P			4.8	P
USGS	10336610	2016-03-07 01:45	PST	1.5	P	249	P	5.97	P			5.2	P
USGS	10336610	2016-03-07 02:00	PST	1.5	P	250	P	5.98	P	12.7	P	5.0	P
USGS	10336610	2016-03-07 02:15	PST	1.5	P	246	P	5.95	P			4.8	P
USGS	10336610	2016-03-07 02:30	PST	1.4	P	244	P	5.94	P			4.6	P
USGS	10336610	2016-03-07 02:45	PST	1.4	P	242	P	5.93	P			5.6	P
USGS	10336610	2016-03-07 03:00	PST	1.4	P	241	P	5.92	P	12.7	P	4.4	P
USGS	10336610	2016-03-07 03:15	PST	1.4	P	242	P	5.93	P			4.7	P
USGS	10336610	2016-03-07 03:30	PST	1.3	P	238	P	5.90	P			4.6	P
USGS	10336610	2016-03-07 03:45	PST	1.3	P	236	P	5.89	P			4.2	P
USGS	10336610	2016-03-07 04:00	PST	1.3	P	236	P	5.89	P	12.5	P	4.0	P
USGS	10336610	2016-03-07 04:15	PST	1.3	P	235	P	5.88	P			3.9	P
USGS	10336610	2016-03-07 04:30	PST	1.3	P	236	P	5.89	P			3.9	P
USGS	10336610	2016-03-07 04:45	PST	1.2	P	233	P	5.87	P			4.4	P
USGS	10336610	2016-03-07 05:00	PST	1.2	P	235	P	5.88	P	12.5	P	4.1	P
USGS	10336610	2016-03-07 05:15	PST	1.2	P	232	P	5.86	P			4.0	P
USGS	10336610	2016-03-07 05:30	PST	1.2	P	235	P	5.88	P			3.9	P
USGS	10336610	2016-03-07 05:45	PST	1.2	P	227	P	5.83	P			3.8	P
USGS	10336610	2016-03-07 06:00	PST	1.2	P	227	P	5.83	P	12.5	P	3.7	P
USGS	10336610	2016-03-07 06:15	PST	1.2	P	227	P	5.83	P			3.9	P
USGS	10336610	2016-03-07 06:30	PST	1.2	P	225	P	5.82	P			3.7	P
USGS	10336610	2016-03-07 06:45	PST	1.2	P	225	P	5.82	P			3.8	P
USGS	10336610	2016-03-07 07:00	PST	1.2	P	224	P	5.81	P	12.5	P	3.5	P
USGS	10336610	2016-03-07 07:15	PST	1.2	P	224	P	5.81	P			3.8	P
USGS	10336610	2016-03-07 07:30	PST	1.2	P	224	P	5.81	P			3.6	P
USGS	10336610	2016-03-07 07:45	PST	1.2	P	222	P	5.80	P			3.5	P
USGS	10336610	2016-03-07 08:00	PST	1.2	P	222	P	5.80	P	12.5	P	3.6	P
USGS	10336610	2016-03-07 08:15	PST	1.2	P	221	P	5.79	P			3.3	P
USGS	10336610	2016-03-07 08:30	PST	1.3	P	219	P	5.78	P			3.6	P
USGS	10336610	2016-03-07 08:45	PST	1.3	P	218	P	5.77	P			3.5	P
USGS	10336610	2016-03-07 09:00	PST	1.4	P	216	P	5.76	P	12.7	P	3.4	P
USGS	10336610	2016-03-07 09:15	PST	1.4	P	215	P	5.75	P			3.1	P
USGS	10336610	2016-03-07 09:30	PST	1.5	P	214	P	5.74	P			3.3	P
USGS	10336610	2016-03-07 09:45	PST	1.5	P	218	P	5.77	P			3.1	P
USGS	10336610	2016-03-07 10:00	PST	1.5	P	212	P	5.73	P	12.7	P	3.1	P
USGS	10336610	2016-03-07 10:15	PST	1.6	P	215	P	5.75	P			3.1	P
USGS	10336610	2016-03-07 10:30	PST	1.7	P	212	P	5.73	P			3.2	P
USGS	10336610	2016-03-07 10:45	PST	1.7	P	211	P	5.72	P			3.4	P
USGS	10336610	2016-03-07 11:00	PST	1.7	P	211	P	5.72	P	13.6	P	3.0	P
USGS	10336610	2016-03-07 11:15	PST	1.8	P	209	P	5.71	P			3.0	P
USGS	10336610	2016-03-07 11:30	PST	1.8	P	208	P	5.70	P			3.0	P
USGS	10336610	2016-03-07 11:45	PST	1.9	P	208	P	5.70	P			2.9	P
USGS	10336610	2016-03-07 12:00	PST	2.0	P	209	P	5.71	P	13.9	P	2.9	P
USGS	10336610	2016-03-07 12:15	PST	2.1	P	208	P	5.70	P			2.8	P
USGS	10336610	2016-03-07 12:30	PST	2.2	P	206	P	5.69	P			2.8	P
USGS	10336610	2016-03-07 12:45	PST	2.3	P	206	P	5.69	P			2.7	P
USGS	10336610	2016-03-07 13:00	PST	2.4	P	206	P	5.69	P	14.1	P	2.7	P
USGS	10336610	2016-03-07 13:15	PST	2.5	P	205	P	5.68	P			3.1	P
USGS	10336610	2016-03-07 13:30	PST	2.5	P	205	P	5.68	P			2.7	P
USGS	10336610	2016-03-07 13:45	PST	2.5	P	206	P	5.69	P			3.2	P
USGS	10336610	2016-03-07 14:00	PST	2.4	P	203	P	5.67	P	13.9	P	2.5	P
USGS	10336610	2016-03-07 14:15	PST	2.2	P	205	P	5.68	P			2.6	P
USGS	10336610	2016-03-07 14:30	PST	2.2	P	206	P	5.69	P			2.5	P
USGS	10336610	2016-03-07 14:45	PST	2.2	P	203	P	5.67	P			2.6	P
USGS	10336610	2016-03-07 15:00	PST	2.2	P	205	P	5.68	P	13.2	P	3.0	P
USGS	10336610	2016-03-07 15:15	PST	2.2	P	203	P	5.67	P			2.7	P
USGS	10336610	2016-03-07 15:30	PST	2.2	P	203	P	5.67	P			2.6	P
USGS	10336610	2016-03-07 15:45	PST	2.1	P	202	P	5.66	P			2.7	P
USGS	10336610	2016-03-07 16:00	PST	2.1	P	202	P	5.66	P	12.9	P	2.3	P
USGS	10336610	2016-03-07 16:15	PST	2.1	P	202	P	5.66	P			2.4	P
USGS	10336610	2016-03-07 16:30	PST	2.0	P	205	P	5.68	P			2.4	P
USGS	10336610	2016-03-07 16:45	PST	2.0	P	202	P	5.66	P			2.4	P
USGS	10336610	2016-03-07 17:00	PST	1.9	P	202	P	5.66	P	12.7	P	2.5	P
USGS	10336610	2016-03-07 17:15	PST	1.7	P	202	P	5.66	P			2.4	P
USGS	10336610	2016-03-07 17:30	PST	1.7	P	200	P	5.65	P			2.2	P
USGS	10336610	2016-03-07 17:45	PST	1.5	P	202	P	5.66	P			2.2	P
USGS	10336610	2016-03-07 18:00	PST	1.4	P	202	P	5.66	P	12.7	P	2.2	P
USGS	10336610	2016-03-07 18:15	PST	1.3	P	199	P	5.64	P			2.5	P
USGS	10336610	2016-03-07 18:30	PST	1.3	P	203	P	5.67	P			2.4	P
USGS	10336610	2016-03-07 18:45	PST	1.3	P	200	P	5.65	P			2.2	P
USGS	10336610	2016-03-07 19:00	PST	1.2	P	199	P	5.64	P	12.7	P	2.2	P
USGS	10336610	2016-03-07 19:15	PST	1.3	P	200	P	5.65	P			2.2	P
USGS	10336610	2016-03-07 19:30	PST	1.3	P	199	P	5.64	P			2.0	P
USGS	10336610	2016-03-07 19:45	PST	1.2	P	196	P	5.62	P			2.2	P
USGS	10336610	2016-03-07 20:00	PST	1.2	P	199	P	5.64	P	12.7	P	2.2	P
USGS	10336610	2016-03-07 20:15	PST	1.1	P	198	P	5.63	P			2.3	P
USGS	10336610	2016-03-07 20:30	PST	1.1	P	198	P	5.63	P			2.0	P
USGS	10336610	2016-03-07 20:45	PST	1.1	P	195	P	5.61	P			1.9	P
USGS	10336610	2016-03-07 21:00	PST	1.1	P	193	P	5.60	P	12.7	P	1.8	P
