# Truckee-Tahoe Airport (KTRK)
# e.g. http://www.wunderground.com/history/airport/KTRK/2015/01/01/DailyHistory.html?req_city=Truckee&req_state=CA&reqdb.zip=96160&reqdb.magic=1&reqdb.wmo=99999&format=1
TimePST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:15 AM,19.4,12.2,74,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 08:15:00
12:35 AM,23.0,14.0,68,30.33,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 08:35:00
12:55 AM,21.2,14.0,74,30.33,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 08:55:00
1:15 AM,21.2,14.0,74,30.33,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 09:15:00
1:35 AM,21.2,15.8,80,30.33,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 09:35:00
1:55 AM,19.4,15.8,86,30.33,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 09:55:00
2:15 AM,21.2,14.0,74,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 10:15:00
2:35 AM,14.0,10.4,86,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 10:35:00
2:55 AM,19.4,14.0,80,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 10:55:00
3:15 AM,17.6,14.0,86,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 11:15:00
3:35 AM,19.4,14.0,80,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 11:35:00
3:55 AM,19.4,14.0,80,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 11:55:00
4:15 AM,19.4,14.0,80,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 12:15:00
4:35 AM,17.6,14.0,86,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 12:35:00
4:55 AM,17.6,12.2,79,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 12:55:00
5:15 AM,17.6,14.0,86,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 13:15:00
5:35 AM,17.6,12.2,79,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 13:35:00
6:45 AM,15.8,12.2,86,30.35,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 14:45:00
7:50 AM,14.0,10.4,86,30.35,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 15:50:00
9:55 AM,26.6,17.6,69,30.36,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 17:55:00
10:45 AM,33.8,17.6,52,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 18:45:00
11:45 AM,41.0,21.2,45,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-01 19:45:00
12:55 PM,46.4,21.2,37,30.27,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-01 20:55:00
1:45 PM,48.2,23.0,37,30.25,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-01 21:45:00
2:45 PM,51.8,23.0,33,30.25,10.0,North,3.5,-,N/A,,Scattered Clouds,350,2014-01-01 22:45:00
3:50 PM,48.2,21.2,34,30.25,10.0,NNW,5.8,-,N/A,,Scattered Clouds,340,2014-01-01 23:50:00
4:45 PM,42.8,19.4,39,30.26,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-02 00:45:00
4:55 PM,41.0,21.2,45,30.26,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 00:55:00
5:15 PM,33.8,23.0,65,30.27,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 01:15:00
5:35 PM,32.0,24.8,75,30.27,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 01:35:00
5:55 PM,32.0,23.0,69,30.28,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 01:55:00
6:15 PM,32.0,23.0,69,30.28,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 02:15:00
6:35 PM,30.2,21.2,69,30.29,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 02:35:00
6:55 PM,30.2,23.0,75,30.29,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 02:55:00
7:15 PM,30.2,23.0,75,30.29,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 03:15:00
7:35 PM,28.4,21.2,74,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 03:35:00
7:55 PM,28.4,21.2,74,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 03:55:00
8:15 PM,28.4,23.0,80,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 04:15:00
8:35 PM,26.6,21.2,80,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 04:35:00
8:55 PM,28.4,21.2,74,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 04:55:00
9:15 PM,28.4,23.0,80,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 05:15:00
9:35 PM,26.6,21.2,80,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 05:35:00
9:55 PM,24.8,21.2,86,30.32,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 05:55:00
10:15 PM,26.6,21.2,80,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 06:15:00
10:35 PM,24.8,21.2,86,30.32,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 06:35:00
10:55 PM,24.8,21.2,86,30.32,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 06:55:00
11:15 PM,23.0,21.2,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 07:15:00
11:35 PM,23.0,21.2,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 07:35:00
11:55 PM,23.0,19.4,86,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 07:55:00
12:15 AM,21.2,19.4,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 08:15:00
12:35 AM,23.0,21.2,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 08:35:00
12:55 AM,21.2,19.4,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 08:55:00
1:15 AM,19.4,15.8,86,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 09:15:00
1:35 AM,21.2,19.4,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 09:35:00
1:55 AM,23.0,21.2,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 09:55:00
2:15 AM,21.2,19.4,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 10:15:00
2:35 AM,19.4,17.6,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 10:35:00
2:55 AM,21.2,19.4,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 10:55:00
3:15 AM,17.6,15.8,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 11:15:00
3:35 AM,17.6,15.8,93,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 11:35:00
3:55 AM,19.4,17.6,93,30.29,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 11:55:00
4:15 AM,17.6,14.0,86,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 12:15:00
4:35 AM,14.0,12.2,93,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 12:35:00
4:55 AM,17.6,17.6,100,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 12:55:00
5:15 AM,19.4,17.6,93,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 13:15:00
5:35 AM,17.6,15.8,93,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 13:35:00
6:55 AM,15.8,14.0,93,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 14:55:00
7:55 AM,15.8,14.0,93,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 15:55:00
8:50 AM,21.2,19.4,93,30.32,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 16:50:00
9:55 AM,28.4,23.0,80,30.32,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 17:55:00
10:50 AM,35.6,24.8,65,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 18:50:00
11:45 AM,39.2,24.8,56,30.27,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 19:45:00
12:50 PM,44.6,26.6,49,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 20:50:00
1:55 PM,51.8,28.4,41,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 21:55:00
2:55 PM,53.6,23.0,30,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-02 22:55:00
3:50 PM,53.6,21.2,28,30.20,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-01-02 23:50:00
4:55 PM,42.8,24.8,49,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 00:55:00
5:15 PM,35.6,23.0,60,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 01:15:00
5:35 PM,35.6,26.6,70,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 01:35:00
5:55 PM,33.8,26.6,75,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 01:55:00
6:15 PM,32.0,26.6,80,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 02:15:00
6:35 PM,33.8,24.8,70,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 02:35:00
6:55 PM,33.8,24.8,70,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 02:55:00
7:15 PM,32.0,24.8,75,30.23,10.0,SE,3.5,-,N/A,,Clear,130,2014-01-03 03:15:00
7:35 PM,30.2,23.0,75,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 03:35:00
7:55 PM,30.2,23.0,75,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 03:55:00
8:15 PM,32.0,23.0,69,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 04:15:00
8:35 PM,28.4,23.0,80,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 04:35:00
8:55 PM,26.6,23.0,86,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 04:55:00
9:15 PM,28.4,23.0,80,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 05:15:00
9:35 PM,26.6,23.0,86,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 05:35:00
9:55 PM,28.4,23.0,80,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 05:55:00
10:15 PM,26.6,23.0,86,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 06:15:00
10:35 PM,24.8,21.2,86,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 06:35:00
10:55 PM,26.6,23.0,86,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 06:55:00
11:15 PM,23.0,21.2,93,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 07:15:00
11:35 PM,26.6,21.2,80,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 07:35:00
11:55 PM,26.6,21.2,80,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 07:55:00
12:15 AM,23.0,21.2,93,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 08:15:00
12:35 AM,21.2,19.4,93,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 08:35:00
12:55 AM,21.2,21.2,100,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 08:55:00
1:15 AM,23.0,21.2,93,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 09:15:00
1:35 AM,23.0,21.2,93,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 09:35:00
1:55 AM,23.0,21.2,93,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 09:55:00
2:15 AM,19.4,17.6,93,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 10:15:00
2:35 AM,23.0,21.2,93,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 10:35:00
2:55 AM,21.2,19.4,93,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 10:55:00
3:15 AM,21.2,19.4,93,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 11:15:00
3:35 AM,21.2,19.4,93,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 11:35:00
3:55 AM,23.0,21.2,93,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 11:55:00
4:15 AM,21.2,19.4,93,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 12:15:00
4:35 AM,17.6,17.6,100,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 12:35:00
4:55 AM,19.4,17.6,93,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 12:55:00
5:15 AM,21.2,19.4,93,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 13:15:00
5:35 AM,19.4,17.6,93,30.19,5.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 13:35:00
6:45 AM,17.6,15.8,93,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 14:45:00
7:55 AM,15.8,15.8,100,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 15:55:00
8:55 AM,24.8,21.2,86,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 16:55:00
9:50 AM,30.2,24.8,80,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 17:50:00
10:45 AM,35.6,24.8,65,30.18,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 18:45:00
11:50 AM,42.8,26.6,53,30.15,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 19:50:00
12:45 PM,48.2,28.4,46,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 20:45:00
1:50 PM,55.4,28.4,36,30.08,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-03 21:50:00
2:45 PM,57.2,24.8,29,30.07,10.0,West,9.2,-,N/A,,Clear,260,2014-01-03 22:45:00
3:45 PM,55.4,24.8,31,30.06,10.0,West,11.5,-,N/A,,Clear,270,2014-01-03 23:45:00
4:45 PM,50.0,26.6,40,30.06,10.0,SW,3.5,-,N/A,,Clear,230,2014-01-04 00:45:00
4:55 PM,46.4,26.6,46,30.06,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 00:55:00
5:15 PM,41.0,26.6,57,30.06,10.0,South,3.5,-,N/A,,Clear,190,2014-01-04 01:15:00
5:35 PM,39.2,26.6,61,30.06,10.0,SSW,4.6,-,N/A,,Clear,210,2014-01-04 01:35:00
5:55 PM,35.6,26.6,70,30.07,10.0,SSE,3.5,-,N/A,,Clear,160,2014-01-04 01:55:00
6:15 PM,33.8,26.6,75,30.07,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 02:15:00
6:35 PM,35.6,28.4,75,30.07,10.0,ESE,4.6,-,N/A,,Clear,110,2014-01-04 02:35:00
6:55 PM,32.0,26.6,80,30.07,10.0,SE,4.6,-,N/A,,Clear,140,2014-01-04 02:55:00
7:15 PM,33.8,26.6,75,30.07,10.0,SSE,5.8,-,N/A,,Clear,150,2014-01-04 03:15:00
7:35 PM,32.0,26.6,80,30.08,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 03:35:00
7:55 PM,32.0,26.6,80,30.08,10.0,SSW,3.5,-,N/A,,Clear,210,2014-01-04 03:55:00
8:15 PM,32.0,26.6,80,30.08,10.0,SE,4.6,-,N/A,,Clear,140,2014-01-04 04:15:00
8:35 PM,32.0,26.6,80,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 04:35:00
8:55 PM,32.0,26.6,80,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 04:55:00
9:15 PM,30.2,26.6,86,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 05:15:00
9:35 PM,30.2,26.6,86,30.09,10.0,South,3.5,-,N/A,,Clear,180,2014-01-04 05:35:00
9:55 PM,26.6,23.0,86,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 05:55:00
10:15 PM,30.2,24.8,80,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 06:15:00
10:35 PM,28.4,24.8,86,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 06:35:00
10:55 PM,26.6,23.0,86,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 06:55:00
11:15 PM,24.8,23.0,93,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 07:15:00
11:35 PM,26.6,23.0,86,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 07:35:00
11:55 PM,26.6,23.0,86,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 07:55:00
12:15 AM,23.0,21.2,93,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 08:15:00
12:35 AM,23.0,23.0,100,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 08:35:00
12:55 AM,23.0,21.2,93,30.10,10.0,SSW,3.5,-,N/A,,Clear,210,2014-01-04 08:55:00
1:15 AM,23.0,23.0,100,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 09:15:00
1:35 AM,21.2,21.2,100,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 09:35:00
1:55 AM,23.0,21.2,93,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 09:55:00
2:15 AM,21.2,19.4,93,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 10:15:00
2:35 AM,21.2,19.4,93,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 10:35:00
2:55 AM,19.4,19.4,100,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 10:55:00
3:15 AM,19.4,19.4,100,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 11:15:00
3:35 AM,21.2,19.4,93,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 11:35:00
3:55 AM,19.4,17.6,93,30.10,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 11:55:00
4:15 AM,19.4,17.6,93,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 12:15:00
4:35 AM,17.6,17.6,100,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 12:35:00
4:55 AM,17.6,15.8,93,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 12:55:00
5:15 AM,19.4,17.6,93,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 13:15:00
5:35 AM,21.2,19.4,93,30.13,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 13:35:00
6:50 AM,17.6,15.8,93,30.14,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 14:50:00
7:55 AM,15.8,14.0,93,30.17,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-04 15:55:00
8:55 AM,21.2,21.2,100,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 16:55:00
9:55 AM,30.2,24.8,80,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-04 17:55:00
10:55 AM,35.6,23.0,60,30.22,10.0,North,5.8,-,N/A,,Clear,360,2014-01-04 18:55:00
11:55 AM,39.2,21.2,49,30.21,10.0,North,6.9,-,N/A,,Clear,10,2014-01-04 19:55:00
12:45 PM,41.0,17.6,39,30.20,10.0,North,4.6,-,N/A,,Clear,10,2014-01-04 20:45:00
1:55 PM,42.8,15.8,34,30.19,10.0,North,4.6,-,N/A,,Clear,360,2014-01-04 21:55:00
2:55 PM,42.8,12.2,29,30.20,10.0,NE,6.9,-,N/A,,Clear,40,2014-01-04 22:55:00
3:44 PM,42.8,10.4,27,30.21,10.0,NE,5.8,-,N/A,,Clear,50,2014-01-04 23:44:00
4:45 PM,39.2,12.2,33,30.21,10.0,NNE,6.9,-,N/A,,Clear,20,2014-01-05 00:45:00
4:55 PM,33.8,15.8,48,30.21,10.0,NNE,6.9,-,N/A,,Clear,20,2014-01-05 00:55:00
5:15 PM,32.0,14.0,48,30.22,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 01:15:00
5:35 PM,30.2,15.8,55,30.22,10.0,SE,3.5,-,N/A,,Clear,140,2014-01-05 01:35:00
5:55 PM,30.2,14.0,51,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 01:55:00
6:15 PM,26.6,14.0,59,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 02:15:00
6:35 PM,26.6,14.0,59,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 02:35:00
6:55 PM,23.0,14.0,68,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 02:55:00
7:15 PM,26.6,14.0,59,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 03:15:00
7:35 PM,23.0,14.0,68,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 03:35:00
7:55 PM,23.0,14.0,68,30.25,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 03:55:00
8:15 PM,23.0,14.0,68,30.26,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 04:15:00
8:35 PM,23.0,14.0,68,30.26,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 04:35:00
8:55 PM,19.4,12.2,74,30.26,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 04:55:00
9:15 PM,21.2,12.2,68,30.27,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 05:15:00
9:35 PM,19.4,12.2,74,30.28,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 05:35:00
9:55 PM,23.0,14.0,68,30.28,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 05:55:00
10:15 PM,15.8,12.2,86,30.29,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 06:15:00
10:35 PM,17.6,12.2,79,30.29,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 06:35:00
10:55 PM,17.6,12.2,79,30.29,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 06:55:00
11:15 PM,17.6,12.2,79,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 07:15:00
11:35 PM,15.8,10.4,79,30.30,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 07:35:00
11:55 PM,17.6,12.2,79,30.30,10.0,SW,3.5,-,N/A,,Clear,230,2014-01-05 07:55:00
12:15 AM,14.0,10.4,86,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 08:15:00
12:35 AM,12.2,8.6,85,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 08:35:00
12:55 AM,15.8,10.4,79,30.31,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 08:55:00
1:15 AM,14.0,10.4,86,30.32,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 09:15:00
1:35 AM,12.2,8.6,85,30.32,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 09:35:00
1:55 AM,15.8,10.4,79,30.33,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 09:55:00
2:15 AM,14.0,10.4,86,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 10:15:00
2:35 AM,12.2,8.6,85,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 10:35:00
2:55 AM,14.0,10.4,86,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 10:55:00
3:15 AM,12.2,8.6,85,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 11:15:00
3:35 AM,14.0,10.4,86,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 11:35:00
3:55 AM,12.2,8.6,85,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 11:55:00
4:15 AM,12.2,8.6,85,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 12:15:00
4:35 AM,12.2,10.4,92,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 12:35:00
4:55 AM,10.4,8.6,92,30.35,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 12:55:00
5:15 AM,10.4,6.8,85,30.35,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 13:15:00
5:35 AM,10.4,8.6,92,30.36,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 13:35:00
6:55 AM,10.4,8.6,92,30.37,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 14:55:00
7:45 AM,8.6,6.8,92,30.39,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 15:45:00
8:45 AM,15.8,10.4,79,30.41,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 16:45:00
9:50 AM,23.0,14.0,68,30.42,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 17:50:00
10:50 AM,30.2,12.2,47,30.40,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 18:50:00
11:45 AM,33.8,12.2,41,30.37,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-05 19:45:00
1:55 PM,42.8,12.2,29,30.31,10.0,North,5.8,-,N/A,,Clear,10,2014-01-05 21:55:00
2:50 PM,42.8,12.2,29,30.02,10.0,NNE,6.9,-,N/A,,Clear,20,2014-01-05 22:50:00
3:45 PM,39.2,14.0,36,30.03,10.0,North,8.1,-,N/A,,Clear,10,2014-01-05 23:45:00
4:50 PM,33.8,15.8,48,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 00:50:00
4:55 PM,33.8,14.0,44,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 00:55:00
5:15 PM,30.2,14.0,51,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 01:15:00
5:35 PM,26.6,15.8,64,30.34,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 01:35:00
5:55 PM,26.6,14.0,59,30.35,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 01:55:00
6:15 PM,26.6,14.0,59,30.36,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 02:15:00
6:35 PM,26.6,14.0,59,30.36,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 02:35:00
6:55 PM,26.6,15.8,64,30.37,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 02:55:00
7:15 PM,21.2,14.0,74,30.37,10.0,Calm,Calm,-,N/A,,Clear,0,2014-01-06 03:15:00
